,Tseas0noise,Tseas0.1noise,Tseas1noise,Tseas2noise,Tseas4noise,Tseas10noise,EVAP,SMELT,PRECTOT,PRECSNO
2000-08-20,228.53595626354814,228.53619707432324,229.0497817134147,229.1067915413227,228.86768195131756,232.61398027978822,0,0,19.23076923076923,19.23076923076923
2000-08-27,226.98254448873197,227.031431623837,227.25419404820937,228.70337111171568,230.82986295117047,231.39892447233984,0,0,19.23076923076923,19.23076923076923
2000-09-03,225.66142674478186,225.67120045075748,226.17934997043218,226.51490652016133,225.84900001489365,226.88868994557288,0,0,19.23076923076923,19.23076923076923
2000-09-10,224.59176261455255,224.6194912216284,224.6019151423735,225.73015023086947,228.50849653946125,228.8836356051381,0,0,19.23076923076923,19.23076923076923
2000-09-17,223.7890649610146,223.86481133054875,224.21665074171008,224.81054786619518,227.1494658661028,226.87701397226462,0,0,19.23076923076923,19.23076923076923
2000-09-24,223.26497495110462,223.30703388642937,223.28301068014045,224.47200820988775,224.0738630320689,231.31068273047023,0,0,19.23076923076923,19.23076923076923
2000-10-01,223.02709322906065,223.070826001987,223.77004816611503,224.4906196220012,226.10875118869032,227.1586772748106,0,0,19.23076923076923,19.23076923076923
2000-10-08,223.07886968766024,223.15385837934662,223.3130382647722,224.7710437030236,223.0881128986419,232.707118003497,0,0,19.23076923076923,19.23076923076923
2000-10-15,223.41955343596035,223.45773829980067,224.0134732671418,223.77933642701478,225.3789870274717,230.55035416869697,0,0,19.23076923076923,19.23076923076923
2000-10-22,224.044203689135,224.10499226034486,224.25265030425697,225.88466034349096,226.30052533927454,224.7729264616425,0,0,19.23076923076923,19.23076923076923
2000-10-29,224.94376142247887,225.03176981151802,225.30127122850652,226.5878867839769,226.5724252451603,224.98971144593582,0,0,19.23076923076923,19.23076923076923
2000-11-05,226.1051807504125,226.20320150731317,226.95229646949545,227.15312121437324,227.1100213768816,230.60063867440988,0,0,19.23076923076923,19.23076923076923
2000-11-12,227.5116181251563,227.569493170158,227.86904668987836,228.85850930684478,230.5428279542906,232.35787392394033,0,0,19.23076923076923,19.23076923076923
2000-11-19,229.14267661121002,229.15289596752496,229.60352040014368,229.42503516448002,230.27422007383166,238.56489898647584,0,0,19.23076923076923,19.23076923076923
2000-11-26,230.97470169303372,231.04837611404764,231.48146675795553,231.09479220632548,232.18822939737547,231.3116359821137,0,0,19.23076923076923,19.23076923076923
2000-12-03,232.98112432596196,233.0285436298028,233.97143218441803,234.00972501297971,234.85083542346763,235.0037268109009,0,0,19.23076923076923,19.23076923076923
2000-12-10,235.1328462552379,235.1655066094552,236.10803507569096,236.42262760390608,235.1509129868668,244.53788838857247,0,0,19.23076923076923,19.23076923076923
2000-12-17,237.39866201505563,237.40172202324936,237.84081893815426,238.50814124148292,238.6740882049066,239.28746812751055,0,0,19.23076923076923,19.23076923076923
2000-12-24,239.74571148754706,239.75132738809492,240.61745809837103,240.61339271132144,243.5576884283759,249.66640147700127,0,0,19.23076923076923,19.23076923076923
2000-12-31,242.13995645845125,242.1964591469249,243.11296958416654,244.13769428377844,243.10878149007107,242.6930948642461,0,0,19.23076923076923,19.23076923076923
2001-01-07,244.54667425819179,244.56759398646494,244.7146514380322,246.47186452173278,245.7868565390609,253.93518193293713,0,0,19.23076923076923,19.23076923076923
2001-01-14,246.93096132930515,246.96212997961103,247.34624898758852,247.61277489196468,248.88956100300112,248.7183923604431,0,0,19.23076923076923,19.23076923076923
2001-01-21,249.25823941720512,249.29099206492054,250.22809902404555,250.97704739419024,250.07643215092037,251.39290318970455,0,0,19.23076923076923,19.23076923076923
2001-01-28,251.49475704322495,251.57528466527444,252.09564649204947,252.459572865963,253.26694583995564,259.899525688925,0,0,19.23076923076923,19.23076923076923
2001-02-04,253.60807898729578,253.6430964789217,254.58443756650692,254.1266674122578,254.8640347553389,261.72679043329873,0,0,19.23076923076923,19.23076923076923
2001-02-11,255.56755668151249,255.66599800218856,256.3928325598599,257.46893024046193,256.1931916959506,257.68486188852813,0,0,19.23076923076923,19.23076923076923
2001-02-18,257.3447726926777,257.34965232537263,257.72734363117473,258.41416040815534,261.0596720202744,263.1326396737168,0,0,19.23076923076923,19.23076923076923
2001-02-25,258.9139528476924,259.0024918490406,259.08548447827917,260.3206513823059,260.9456846617647,266.7197430434127,0,0,19.23076923076923,19.23076923076923
2001-03-04,260.25234002492107,260.35089413728906,261.1239349141754,260.7290776906808,263.81911564257655,264.2698065360204,0,0,19.23076923076923,19.23076923076923
2001-03-11,261.3405241906014,261.41550576977295,262.0796576242825,262.45673390011757,262.9133406006006,261.7819982065757,0,0,19.23076923076923,19.23076923076923
2001-03-18,262.16272389392856,262.18694867121474,262.777008782318,262.97044213970827,265.8801755448619,269.6674145860632,0,0,19.23076923076923,19.23076923076923
2001-03-25,262.70701513841465,262.710000153947,263.3476459099416,263.1724030539863,264.5128508631959,264.2244470013199,0,0,19.23076923076923,19.23076923076923
2001-04-01,262.9655043103043,263.0597750516236,263.1387888436768,264.0919669335787,265.7109160964315,268.84735940224306,0,0,19.23076923076923,19.23076923076923
2001-04-08,262.9344426561437,262.95087442975137,263.42533237496997,264.67343123394164,265.28889098413157,271.44923352089836,0,0,19.23076923076923,19.23076923076923
2001-04-15,262.6142806492831,262.70974454869895,263.0668418448598,262.8302150040658,262.9569255804585,264.06832362730637,0,0,19.23076923076923,19.23076923076923
2001-04-22,262.009661456863,262.0976885118984,262.552846665665,263.4355615826992,265.6484496420369,265.8814638031497,0,0,19.23076923076923,19.23076923076923
2001-04-29,261.12935360202675,261.21420231569033,261.7218051013428,261.4410396861017,264.9296125394466,261.3990021063486,0,0,19.23076923076923,19.23076923076923
2001-05-06,259.9861237979303,260.00528349385144,260.0293491100966,261.56412607058667,260.36595648050513,267.933690824251,0,0,19.23076923076923,19.23076923076923
2001-05-13,258.59655179778196,258.6140489275483,259.5833913573687,259.7246316111508,259.8189759503435,265.16070209881354,0,0,19.23076923076923,19.23076923076923
2001-05-20,256.98078994605766,257.0744608795256,257.1126045535915,257.540297546411,258.86892842550975,257.79727030204623,0,0,19.23076923076923,19.23076923076923
2001-05-27,255.1622709180156,255.18394088098694,255.91226451383253,256.59718653599333,256.8753591613708,256.3592365667024,0,0,19.23076923076923,19.23076923076923
2001-06-03,253.1673678860322,253.22074689135619,253.2645621462594,254.89497986896149,256.33391500681944,255.7109851650561,0,0,19.23076923076923,19.23076923076923
2001-06-10,251.02501204121697,251.1130744279031,251.83842030984016,252.41093558068866,254.06513538817444,254.1439033644165,0,0,19.23076923076923,19.23076923076923
2001-06-17,248.76627301722007,248.786065360091,249.7256289204147,249.80746946443836,251.756086635134,253.35799730743224,0,0,19.23076923076923,19.23076923076923
2001-06-24,246.4239083011586,246.49367360899652,247.3386358973159,248.16194688776298,246.68468571701135,254.60628429376465,0,0,19.23076923076923,19.23076923076923
2001-07-01,244.0318881663552,244.12276640094123,244.23623752465866,244.17555750828336,246.0008921257795,245.36410205585335,0,0,19.23076923076923,19.23076923076923
2001-07-08,241.62490301657817,241.71371048356013,242.48264102604116,243.48256032116362,243.0751188039701,250.33808641834756,0,0,19.23076923076923,19.23076923076923
2001-07-15,239.23786028654982,239.3156307922476,240.00350942716608,239.24479277936496,240.89235022518523,241.37541480695856,0,0,19.23076923076923,19.23076923076923
2001-07-22,236.9053781949514,236.95514367376884,237.58376486168757,237.5939432744099,237.0037272142848,240.1072825965742,0,0,19.23076923076923,19.23076923076923
2001-07-29,234.6612836918,234.7085063284083,234.90417810501938,236.6023096806701,237.9286423671993,239.31076972947892,0,0,19.23076923076923,19.23076923076923
2001-08-05,232.53812188124246,232.56680668764378,232.70968131843458,233.4791170351861,233.07622459485682,239.23479438973973,0,0,19.23076923076923,19.23076923076923
2001-08-12,230.56668403438974,230.6246489718284,230.71981542777024,232.39035033512403,232.12908567628602,237.27284069136235,0,0,19.23076923076923,19.23076923076923
2001-08-19,228.77556103721153,228.82355767092412,229.7004865557661,229.81903874397977,232.25446786860118,233.7070154804522,0,0,19.23076923076923,19.23076923076923
2001-08-26,227.19072874963754,227.23088260587411,227.74434366112035,227.82503046551346,230.19021364141622,232.98842075265475,0,0,19.23076923076923,19.23076923076923
2001-09-02,225.83517128921804,225.86961818709403,225.83900500724332,226.50071088811944,227.968215326666,228.3351591837256,0,0,19.23076923076923,19.23076923076923
2001-09-09,224.72854770269296,224.7644415624196,225.23082423533512,225.75309469358348,228.68085640524706,226.2560244543671,0,0,19.23076923076923,19.23076923076923
2001-09-16,223.8869068595838,223.9813789146413,223.9866100563274,224.95157866853833,224.54132315230078,225.85695726132954,0,0,19.23076923076923,19.23076923076923
2001-09-23,223.3224547025791,223.37327337694376,223.6858022805288,225.2821991483052,224.60157957058823,233.10591179978098,0,0,19.23076923076923,19.23076923076923
2001-09-30,223.04337723017838,223.074822837616,223.23786062004166,223.15519920542036,226.64615180620885,232.61737309122222,0,0,19.23076923076923,19.23076923076923
2001-10-07,223.05372177879792,223.1251421339128,223.3778745560713,224.67601938362026,225.40003392885401,232.51561887734871,0,0,19.23076923076923,19.23076923076923
2001-10-14,223.3533383260516,223.37016232705633,223.8034288417292,224.75199465178184,226.38174691943456,228.33166401819318,0,0,19.23076923076923,19.23076923076923
2001-10-21,223.9378816664587,223.98769453921622,224.2885552631871,224.81423197999968,224.39434877233955,226.65688944128334,0,0,19.23076923076923,19.23076923076923
2001-10-28,224.79887442802558,224.81247105668209,224.82249007323006,225.0877096631964,225.08692811334112,225.33627109031804,0,0,19.23076923076923,19.23076923076923
2001-11-04,225.92383001580023,226.00838781622147,226.09199232140801,226.57422707818074,225.96607765297023,230.54528529971833,0,0,19.23076923076923,19.23076923076923
2001-11-11,227.29643369940342,227.3499936098009,227.6920411015147,229.00404576254965,230.48005312056796,234.78847404710464,0,0,19.23076923076923,19.23076923076923
2001-11-18,228.89677921830443,228.96867433890657,229.27341237610997,229.31460356298712,229.2622216301839,230.76930125936912,0,0,19.23076923076923,19.23076923076923
2001-11-25,230.70165747346107,230.7256828078139,230.88727171998116,232.06917573461104,233.23777834073243,234.93257257200813,0,0,19.23076923076923,19.23076923076923
2001-12-02,232.68489311855717,232.68544475816495,233.39516556308584,233.8385949761259,236.07029800691646,238.74784258680387,0,0,19.23076923076923,19.23076923076923
2001-12-09,234.81772416940413,234.8204159888673,235.44571704820922,236.14074785411097,236.84291153767478,235.121899170645,0,0,19.23076923076923,19.23076923076923
2001-12-16,237.06921912620098,237.1335291922313,237.90528974923404,238.758564530804,239.04525523136294,246.88043540514354,0,0,19.23076923076923,19.23076923076923
2001-12-23,239.40672555931434,239.44563029122418,240.14532189082985,240.5826881605983,241.59328770363575,242.22095154665712,0,0,19.23076923076923,19.23076923076923
2001-12-30,241.79634365293754,241.89504546659333,241.85929706427024,242.29780930618907,242.69678054730159,250.9547002281052,0,0,19.23076923076923,19.23076923076923
2002-01-06,244.20341783903686,244.2195774868124,244.34660223362624,244.55031304058403,247.6607443939022,247.59901260288137,0,0,19.23076923076923,19.23076923076923
2002-01-13,246.59303939163584,246.6203587698381,246.6720915792833,247.45419926377642,250.16918977696315,254.98357262918498,0,0,19.23076923076923,19.23076923076923
2002-01-20,248.93055269253674,248.9477643067836,249.83881559906848,249.71933298570698,252.2975948461304,251.45026306989735,0,0,19.23076923076923,19.23076923076923
2002-01-27,251.1820578263325,251.21064002687575,251.18759942117424,252.516659993532,254.51417783403502,255.33926783725138,0,0,19.23076923076923,19.23076923076923
2002-02-03,253.3149022157972,253.33500086231882,253.44817520832225,255.01142813434737,256.2200842378646,261.212673249863,0,0,19.23076923076923,19.23076923076923
2002-02-10,255.2981541676858,255.35011016465782,256.1176465593087,255.9594715122871,257.5169509145009,255.4803847535238,0,0,19.23076923076923,19.23076923076923
2002-02-17,257.10305146131964,257.20192394064657,257.1742742769204,259.02940305032143,260.65263139889146,258.69097627815654,0,0,19.23076923076923,19.23076923076923
2002-02-24,258.7034184742759,258.7358732338429,259.1354990742961,259.7972430561849,262.5993324145021,258.7116631985941,0,0,19.23076923076923,19.23076923076923
2002-03-03,260.0760457957937,260.1527898797163,260.9692942324637,260.17585300865164,261.36032458247104,262.96446486951857,0,0,19.23076923076923,19.23076923076923
2002-03-10,261.2010268225322,261.2993282331329,261.544018665262,263.1336537183485,262.54492820673124,269.8328636060029,0,0,19.23076923076923,19.23076923076923
2002-03-17,262.0620464551821,262.0895989783286,262.45858129393207,262.9177178393552,265.20310749522463,270.2143561910769,0,0,19.23076923076923,19.23076923076923
2002-03-24,262.6466177090921,262.705041248572,262.7833287688102,263.61183240424623,262.91796323920266,263.7841084255977,0,0,19.23076923076923,19.23076923076923
2002-03-31,262.9462628074515,262.9674880218147,263.4568692910495,263.0577040942704,266.493511445403,263.0197560526333,0,0,19.23076923076923,19.23076923076923
2002-04-07,262.9566361307154,263.0345632261726,263.11542322660176,263.93633660685236,263.189276454995,268.14661835234944,0,0,19.23076923076923,19.23076923076923
2002-04-14,262.677587239192,262.75171934652934,262.8079898770158,264.3774915310023,266.59307227531735,265.34356447541404,0,0,19.23076923076923,19.23076923076923
2002-04-21,262.11316305480176,262.11566857322373,262.8898105078053,263.0246444956012,264.5361678638116,265.26543241764915,0,0,19.23076923076923,19.23076923076923
2002-04-28,261.27154917036984,261.329114741488,262.1523052258228,262.948744020923,264.2653014655788,266.60910891349914,0,0,19.23076923076923,19.23076923076923
2002-05-05,260.16495113761516,260.2063416831912,260.7880552970645,262.16055298768254,261.684894244835,261.91740942805086,0,0,19.23076923076923,19.23076923076923
2002-05-12,258.8094174554641,258.8898668278069,259.40665640444666,260.42800800660746,262.04074286053316,262.7922187037367,0,0,19.23076923076923,19.23076923076923
2002-05-19,257.22460682581095,257.2359418897754,257.5215392307815,257.5668281055823,259.58915403799824,257.3801243294881,0,0,19.23076923076923,19.23076923076923
2002-05-26,255.43350305211092,255.4425829264926,256.3003660206962,256.2115511629638,257.41609407224803,259.6748393034452,0,0,19.23076923076923,19.23076923076923
2002-06-02,253.46208171550404,253.4909033184339,254.1858667120336,255.25569516311614,254.89463587639347,262.6234945695241,0,0,19.23076923076923,19.23076923076923
2002-06-09,251.33893346251935,251.3677119612245,252.07849427366034,251.6540164296016,251.56726124974233,255.7566343296167,0,0,19.23076923076923,19.23076923076923
2002-06-16,249.09484936764838,249.15483734373822,249.786555362176,251.05278625630086,251.91353236997026,249.43182874108385,0,0,19.23076923076923,19.23076923076923
2002-06-23,246.76237438409117,246.84428427680152,247.67502607156928,247.94725225991192,248.6411657479263,251.16295597991316,0,0,19.23076923076923,19.23076923076923
2002-06-30,244.37533535878012,244.39926802184095,244.9114094432546,245.4893958740125,247.1758541894221,245.45090862085672,0,0,19.23076923076923,19.23076923076923
2002-07-07,241.96835045666865,242.00477984650757,242.63516619893875,242.95921133811422,242.35647032821174,250.31071445488482,0,0,19.23076923076923,19.23076923076923
2002-07-14,239.57632710888726,239.58629416191758,240.29821974344725,240.31571196454658,241.25170945132746,244.65400165283532,0,0,19.23076923076923,19.23076923076923
2002-07-21,237.23395576580066,237.27287184285314,237.68629042894602,239.15530873929652,238.3422067681774,237.9336705120815,0,0,19.23076923076923,19.23076923076923
2002-07-28,234.97520679684027,235.03076896971086,235.78755229441973,235.82736877275318,235.7931490509149,239.5024308174313,0,0,19.23076923076923,19.23076923076923
2002-08-04,232.8328378333506,232.86704625189466,233.30312026636167,234.71911973872093,235.77656854187208,237.38295108848394,0,0,19.23076923076923,19.23076923076923
2002-08-11,230.83791869923598,230.9018823576246,231.44398925618898,231.16969634017607,232.65993873592285,231.37464810490636,0,0,19.23076923076923,19.23076923076923
2002-08-18,229.01938081912812,229.04329759987107,229.5677231402042,229.09163487914242,230.49335788842356,236.3803142964865,0,0,19.23076923076923,19.23076923076923
2002-08-25,227.4035976388066,227.50354337322472,228.15606440720924,227.94867982540734,230.07813601642712,236.16510019182422,0,0,19.23076923076923,19.23076923076923
2002-09-01,226.0140021428485,226.06388642559705,226.08902584623797,227.4676417670479,227.95644681471921,230.78495098879395,0,0,19.23076923076923,19.23076923076923
2002-09-08,224.87074701647936,224.9430139217193,225.32268701033965,225.0048911861091,225.70208575851964,228.113662120782,0,0,19.23076923076923,19.23076923076923
2002-09-15,223.99041238014493,224.00167936466585,224.57566515068018,224.72319446289606,225.1559311404671,229.87448281076286,0,0,19.23076923076923,19.23076923076923
2002-09-22,223.38576533540143,223.46591738620896,223.64174435196873,224.01594727900422,226.8733317246329,227.2671349463377,0,0,19.23076923076923,19.23076923076923
2002-09-29,223.06557480932193,223.14329216268848,223.96330507343407,223.7578181168191,225.39528624926757,229.9110598934796,0,0,19.23076923076923,19.23076923076923
2002-10-06,223.0344843826485,223.13119945570952,223.9050683524899,223.51839479194572,226.95787570068407,227.3504409069418,0,0,19.23076923076923,19.23076923076923
2002-10-13,223.29294494600654,223.36141627069333,223.70037681031752,224.23117926520936,225.02432600735773,227.76626487767362,0,0,19.23076923076923,19.23076923076923
2002-10-20,223.83720816083883,223.90983367502594,224.08945095340786,225.07528047971772,225.50000166180453,227.36456175485793,0,0,19.23076923076923,19.23076923076923
2002-10-27,224.65938081989168,224.7152834533578,224.73754600899204,224.97116325826607,228.64962364274362,234.5799680096765,0,0,19.23076923076923,19.23076923076923
2002-11-03,225.74753931888827,225.78515216950797,226.03696613765408,226.55613618023762,225.8770113434514,226.18127280380494,0,0,19.23076923076923,19.23076923076923
2002-11-10,227.08590257925619,227.09823100440445,227.69846240734213,227.18332962040063,229.4788078619308,234.4272213679973,0,0,19.23076923076923,19.23076923076923
2002-11-17,228.6550609140889,228.67682214402276,229.31937965221235,230.33616544519697,231.62849713501905,230.2050669747404,0,0,19.23076923076923,19.23076923076923
2002-11-24,230.43225751819907,230.43538507860913,231.0333923853268,231.17797067887233,232.20448458220088,235.9065951397557,0,0,19.23076923076923,19.23076923076923
2002-12-01,232.3917184999396,232.399076714716,232.8414181355632,233.35498618820566,235.98620636100804,233.300143247544,0,0,19.23076923076923,19.23076923076923
2002-12-08,234.50502666848686,234.57596329094363,234.88238829478314,234.70300357593294,236.15474307336825,243.38033627982685,0,0,19.23076923076923,19.23076923076923
2002-12-15,236.74153365571595,236.81058542674128,237.0403465723559,238.33690407633276,240.5844605473241,239.6447275171615,0,0,19.23076923076923,19.23076923076923
2002-12-22,239.0688043958476,239.10799488974192,239.31508916114834,240.79100330934256,240.7034952563007,240.23142282898522,0,0,19.23076923076923,19.23076923076923
2002-12-29,241.45308751677652,241.48873117083645,242.13226811091755,241.59799205415428,243.65987113307762,248.93244611622208,0,0,19.23076923076923,19.23076923076923
2003-01-05,243.85980482120428,243.87732751212783,244.77743788407486,244.79881100969388,245.72017636101776,249.34462813058,0,0,19.23076923076923,19.23076923076923
2003-01-12,246.25405275885063,246.2982899904706,246.63427701475848,247.41279832327993,249.02369907129906,249.04484990251473,0,0,19.23076923076923,19.23076923076923
2003-01-19,248.60110861711377,248.68272054699213,249.17481676769015,248.90481691203334,252.4987362233364,252.95701464005765,0,0,19.23076923076923,19.23076923076923
2003-01-26,250.86693408912285,250.91624198535234,250.93795559466423,251.64034036207835,251.8044360053008,260.07711281813636,0,0,19.23076923076923,19.23076923076923
2003-02-02,253.0186689161582,253.03247395274698,253.34859448240567,253.66436687030173,255.6684802501979,253.3628934302216,0,0,19.23076923076923,19.23076923076923
2003-02-09,255.02510744536335,255.07043620455454,255.09313067967108,256.46031082098733,258.87553842591143,258.84656348251895,0,0,19.23076923076923,19.23076923076923
2003-02-16,256.8571511914448,256.9169514035254,257.5499537831201,258.46131097597214,258.98626192194615,262.5086825805705,0,0,19.23076923076923,19.23076923076923
2003-02-23,258.4882308390579,258.5132664548457,258.825135491042,260.2993282903033,258.858813794039,266.23095077229283,0,0,19.23076923076923,19.23076923076923
2003-03-02,259.89469156576575,259.9872280564257,260.14926272921457,261.2727987487255,260.71066672819023,262.12981917893575,0,0,19.23076923076923,19.23076923076923
2003-03-09,261.05613609740516,261.11499497336246,261.53279005077536,262.30745075219284,264.89037625660274,265.6076203605498,0,0,19.23076923076923,19.23076923076923
2003-03-16,261.9557205206783,262.02491224419873,262.41837270225614,263.8942224153195,263.17680635820454,263.51080716534796,0,0,19.23076923076923,19.23076923076923
2003-03-23,262.5803985629336,262.63000283186057,262.8383756428311,263.88383787332066,263.6002765357877,271.863607866325,0,0,19.23076923076923,19.23076923076923
2003-03-30,262.9211107964531,262.962595854981,263.42623284878454,264.61409292565924,265.5773370552138,268.3942864719928,0,0,19.23076923076923,19.23076923076923
2003-04-06,262.9729160233022,263.0057469161703,263.9131005959461,263.79927806544225,263.68460346072754,263.09066601502417,0,0,19.23076923076923,19.23076923076923
2003-04-13,262.73506293532483,262.7419009876355,263.56199647333364,264.1717626388007,262.81688274072746,264.0856853415336,0,0,19.23076923076923,19.23076923076923
2003-04-20,262.21100101003157,262.24016948067145,262.3081690865635,263.2950080617233,263.2995423795427,266.46183669300495,0,0,19.23076923076923,19.23076923076923
2003-04-27,261.40833048436144,261.41147356993156,261.61711862517456,262.42904347701403,264.207677119448,269.97908478588727,0,0,19.23076923076923,19.23076923076923
2003-05-04,260.3386921318279,260.4126652101301,261.2341080137653,261.96717652360076,262.2373590180049,264.97971189869884,0,0,19.23076923076923,19.23076923076923
2003-05-11,259.01759844155896,259.0854704380665,259.3162765184478,260.01757430980376,259.7547072200612,259.9823277003141,0,0,19.23076923076923,19.23076923076923
2003-05-18,257.4642086475696,257.49323276357194,258.30695982963147,258.28306890045917,259.8365552451128,257.83552157008813,0,0,19.23076923076923,19.23076923076923
2003-05-25,255.70105087091488,255.79712486820878,255.86030541746297,257.6872481749659,256.717932070124,259.94268989748724,0,0,19.23076923076923,19.23076923076923
2003-06-01,253.75369540437342,253.8497783003902,254.085571932987,253.94297903873255,255.31341061198933,262.030857123816,0,0,19.23076923076923,19.23076923076923
2003-06-08,251.6503838778679,251.7113668543575,252.52014320184122,252.81531350652952,254.69337301384937,257.7967215684094,0,0,19.23076923076923,19.23076923076923
2003-06-15,249.42161968267138,249.46638298516845,249.93580705283375,250.55630472067736,251.18157296607419,255.59435200609715,0,0,19.23076923076923,19.23076923076923
2003-06-22,247.09972559429502,247.14599763968909,247.4741170587095,247.47526793396705,247.6387082352734,256.7554730480654,0,0,19.23076923076923,19.23076923076923
2003-06-29,244.71837500965603,244.72684440052697,245.69403310572864,244.79315600056054,244.94689243374958,247.93623209441898,0,0,19.23076923076923,19.23076923076923
2003-07-06,242.31210359678363,242.40163504657917,242.9127463475733,243.8840237697966,245.50155766264402,250.54174743403345,0,0,19.23076923076923,19.23076923076923
2003-07-13,239.91580843939133,239.98516384035807,240.1360992924373,240.5280137465538,243.09651031141857,247.141873378202,0,0,19.23076923076923,19.23076923076923
